entity_id,sku,libelle,sd_code_sogge,sd_marque,sd_conditionnement,sd_volume,sd_industriel
75539,c10-1100000879,TEISSEIRE SIROP BARMAN ANANAS 70CL,82sogge-20,TEISSEIRE,BTL,70CL,TEISSEIRE FRANCE S.A.S
82504,mp-8083,TEISSEIRE ANANAS 70 CL,82sogge-20,TEISSEIRE,,,TEISSEIRE FRANCE S.A.S
82534,mp-260063,TEISSEIRE ANANAS 70 CL,82sogge-20,TEISSEIRE,,,TEISSEIRE FRANCE S.A.S
75547,c10-1100000898,TEISSEIRE SIROP BARMAN CACTUS 70CL,82sogge-21,TEISSEIRE,BTL,70CL,TEISSEIRE FRANCE S.A.S
82512,mp-9326,TEISSEIRE GOUT CACTUS  70 CL,82sogge-21,TEISSEIRE,,,TEISSEIRE FRANCE S.A.S
75626,c10-1100000517,TEISSEIRE SIROP BARMAN SUCRE DE CANNE 1L,82sogge-22,TEISSEIRE,BTL,1L,TEISSEIRE FRANCE S.A.S
85548,fb-10702,TEISSEIRE SUCRE DE CANNE LIQUIDE   100CL,82sogge-22,TEISSEIRE,,,TEISSEIRE FRANCE S.A.S
82545,mp-2112,TEISSEIRE SUCRE CANNE  100CL,82sogge-22,TEISSEIRE,,,TEISSEIRE FRANCE S.A.S
85536,fb-28142,TEISSEIRE SIROP CARAMEL            100CL,82sogge-23,TEISSEIRE,,,TEISSEIRE FRANCE S.A.S
82556,mp-5730,TEISSEIRE CARAMEL 100 CL,82sogge-23,TEISSEIRE,,,TEISSEIRE FRANCE S.A.S
75549,c10-1100000532,TEISSEIRE SIROP BARMAN CARAMEL 1L,82sogge-23,TEISSEIRE,BTL,1L,TEISSEIRE FRANCE S.A.S
75551,c10-1100000525,TEISSEIRE SIROP BARMAN CASSIS 1L,82sogge-24,TEISSEIRE,BTL,1L,TEISSEIRE FRANCE S.A.S
82550,mp-2122,TEISSEIRE CASSIS 100 CL,82sogge-24,TEISSEIRE,,,TEISSEIRE FRANCE S.A.S
85537,fb-19249,TEISSEIRE SIROP CASSIS             100CL,82sogge-24,TEISSEIRE,,,TEISSEIRE FRANCE S.A.S
75552,c10-1100000840,TEISSEIRE SIROP BARMAN CERISE 1L,82sogge-25,TEISSEIRE,BTL,1L,TEISSEIRE FRANCE S.A.S
83811,fb-16679,TEISSEIRE SIROP CERISE            100 CL,82sogge-25,TEISSEIRE,,,TEISSEIRE FRANCE S.A.S
82558,mp-140222,TEISSEIRE CERISE 100 CL,82sogge-25,TEISSEIRE,,,TEISSEIRE FRANCE S.A.S
75553,c10-1100000540,TEISSEIRE SIROP BARMAN CERISE 70CL,82sogge-26,TEISSEIRE,BTL,70CL,TEISSEIRE FRANCE S.A.S
82493,mp-6091,TEISSEIRE CERISE 70 CL,82sogge-26,TEISSEIRE,,,TEISSEIRE FRANCE S.A.S
75557,c10-1100001016,TEISSEIRE SIROP BARMAN CHOCOLAT BLC 70CL,82sogge-27,TEISSEIRE,BTL,70CL,TEISSEIRE FRANCE S.A.S
82518,mp-22063,TEISSEIRE CHOCOLAT BLANC 70 CL,82sogge-27,TEISSEIRE,,,TEISSEIRE FRANCE S.A.S
82513,mp-9809,TEISSEIRE CHOCOLAT 70 CL,82sogge-28,TEISSEIRE,,,TEISSEIRE FRANCE S.A.S
75556,c10-1100001174,TEISSEIRE SIROP BARMAN CHOCOLAT 70CL,82sogge-28,TEISSEIRE,BTL,70CL,TEISSEIRE FRANCE S.A.S
85538,fb-17132,TEISSEIRE SIROP CITRON CLAIR       100CL,82sogge-29,TEISSEIRE,,,TEISSEIRE FRANCE S.A.S
75561,c10-1100000519,TEISSEIRE SIROP BARMAN CITRON CLAIR 1L,82sogge-29,TEISSEIRE,BTL,1L,TEISSEIRE FRANCE S.A.S
82553,mp-2125,TEISSEIRE CITRON CLAIR 100 CL,82sogge-29,TEISSEIRE,,,TEISSEIRE FRANCE S.A.S
82523,mp-22699,TEISSEIRE CHATAIGNE 70CL,82sogge-3,TEISSEIRE,,,TEISSEIRE FRANCE S.A.S
75555,c10-1100001415,TEISSEIRE SIROP BARMAN CHATAIGNE 70CL,82sogge-3,TEISSEIRE,BTL,70CL,TEISSEIRE FRANCE S.A.S
75564,c10-1100005638,TEISSEIRE SIROP BARMAN CONCOMBRE  70CL,82sogge-30,TEISSEIRE,BTL,70CL,TEISSEIRE FRANCE S.A.S
82533,mp-160903,TEISSEIRE CONCOMBRE 70CL,82sogge-30,TEISSEIRE,,,TEISSEIRE FRANCE S.A.S
75566,c10-1100001480,TEISSEIRE SIROP BARMAN CRANBERRY 70CL,82sogge-31,TEISSEIRE,BTL,70CL,TEISSEIRE FRANCE S.A.S
82508,mp-9312,TEISSEIRE CRANBERRY 70 CL,82sogge-31,TEISSEIRE,,,TEISSEIRE FRANCE S.A.S
75568,c10-1100000822,TEISSEIRE SIROP BARMAN CURACAO 70CL,82sogge-32,TEISSEIRE,BTL,70CL,TEISSEIRE FRANCE S.A.S
82536,mp-260084,TEISSEIRE CURACAO BLEU 70CL,82sogge-32,TEISSEIRE,,,TEISSEIRE FRANCE S.A.S
82531,mp-140227,TEISSEIRE FLEUR DE SUREAU 70CL,82sogge-33,TEISSEIRE,,,TEISSEIRE FRANCE S.A.S
75673,c10-1100003759,TEISSEIRE SIROP SUREAU 70CL,82sogge-33,TEISSEIRE,BTL,70CL,TEISSEIRE FRANCE S.A.S
75674,c10-1100002683,TEISSEIRE SIROP TEQUILA 70CL,82sogge-34,TEISSEIRE,BTL,70CL,TEISSEIRE FRANCE S.A.S
82526,mp-130107,TEISSEIRE GOUT TEQUILA  70 CL,82sogge-34,TEISSEIRE,,,TEISSEIRE FRANCE S.A.S
75575,c10-1200006970,TEISSEIRE SIROP BARMAN GRENADE 70CL,82sogge-35,TEISSEIRE,BTL,70CL,TEISSEIRE FRANCE S.A.S
82521,mp-22572,TEISSEIRE GRENADE 70 CL,82sogge-35,TEISSEIRE,,,TEISSEIRE FRANCE S.A.S
82547,mp-2119,TEISSEIRE GRENADINE 100 CL,82sogge-36,TEISSEIRE,,,TEISSEIRE FRANCE S.A.S
75578,c10-1100000520,TEISSEIRE SIROP BARMAN GRENADINE 1L,82sogge-36,TEISSEIRE,BTL,1L,TEISSEIRE FRANCE S.A.S
85540,fb-17136,TEISSEIRE SIROP GRENADINE          100CL,82sogge-36,TEISSEIRE,,,TEISSEIRE FRANCE S.A.S
75583,c10-1100000522,TEISSEIRE SIROP BARMAN KIWI 1L,82sogge-37,TEISSEIRE,BTL,1L,TEISSEIRE FRANCE S.A.S
85542,fb-16684,TEISSEIRE SIROP KIWI               100CL,82sogge-37,TEISSEIRE,,,TEISSEIRE FRANCE S.A.S
82546,mp-2116,TEISSEIRE KIWI 100 CL,82sogge-37,TEISSEIRE,,,TEISSEIRE FRANCE S.A.S
82524,mp-130105,TEISSEIRE LITCHI 70 CL,82sogge-38,TEISSEIRE,,,TEISSEIRE FRANCE S.A.S
75584,c10-1200020784,TEISSEIRE SIROP BARMAN LITCHI 70CL,82sogge-38,TEISSEIRE,BTL,70CL,TEISSEIRE FRANCE S.A.S
75585,c10-1100000535,TEISSEIRE SIROP BARMAN MANDARI CIT 70CL,82sogge-39,TEISSEIRE,BTL,70CL,TEISSEIRE FRANCE S.A.S
82537,mp-260085,TEISSEIRE MAND/CITR VERT 70CL,82sogge-39,TEISSEIRE,,,TEISSEIRE FRANCE S.A.S
82551,mp-2123,TEISSEIRE JUCCI CITRON 100 CL,82sogge-4,TEISSEIRE,,,TEISSEIRE FRANCE S.A.S
85541,fb-20179,TEISSEIRE SIROP JUCCI CITRON ACIDE 100CL,82sogge-4,TEISSEIRE,,,TEISSEIRE FRANCE S.A.S
75587,c10-1100000933,TEISSEIRE SIROP BARMAN MARGARITA 70CL,82sogge-40,TEISSEIRE,BTL,70CL,TEISSEIRE FRANCE S.A.S
82511,mp-9318,TEISSEIRE MARGARITA 70 CL,82sogge-40,TEISSEIRE,,,TEISSEIRE FRANCE S.A.S
75595,c10-1100000949,TEISSEIRE SIROP BARMAN MOJITO 70CL,82sogge-41,TEISSEIRE,BTL,70CL,TEISSEIRE FRANCE S.A.S
82506,mp-8235,TEISSEIRE MOJITO 70 CL,82sogge-41,TEISSEIRE,,,TEISSEIRE FRANCE S.A.S
75598,c10-1100000950,TEISSEIRE SIROP BARMAN MYRTILLE 70CL,82sogge-42,TEISSEIRE,BTL,70CL,TEISSEIRE FRANCE S.A.S
82515,mp-9839,TEISSEIRE MYRTILLE  70 CL,82sogge-42,TEISSEIRE,,,TEISSEIRE FRANCE S.A.S
82541,mp-733,TEISSEIRE ORANGE 100CL,82sogge-43,TEISSEIRE,,,TEISSEIRE FRANCE S.A.S
85544,fb-17134,TEISSEIRE SIROP ORANGE             100CL,82sogge-43,TEISSEIRE,,,TEISSEIRE FRANCE S.A.S
75603,c10-1100000523,TEISSEIRE SIROP BARMAN ORANGE 1L,82sogge-43,TEISSEIRE,BTL,1L,TEISSEIRE FRANCE S.A.S
82548,mp-2120,TEISSEIRE ORGEAT 100 CL,82sogge-44,TEISSEIRE,,,TEISSEIRE FRANCE S.A.S
75604,c10-1100000518,TEISSEIRE SIROP BARMAN ORGEAT 1L,82sogge-44,TEISSEIRE,BTL,1L,TEISSEIRE FRANCE S.A.S
85545,fb-17133,TEISSEIRE SIROP ORGEAT             100CL,82sogge-44,TEISSEIRE,,,TEISSEIRE FRANCE S.A.S
75612,c10-1100003586,TEISSEIRE SIROP BARMAN POIRE 70CL,82sogge-45,TEISSEIRE,BTL,70CL,TEISSEIRE FRANCE S.A.S
82527,mp-140221,TEISSEIRE POIRE 70CL,82sogge-45,TEISSEIRE,,,TEISSEIRE FRANCE S.A.S
82502,mp-6103,TEISSEIRE ROSE 70 CL,82sogge-46,TEISSEIRE,,,TEISSEIRE FRANCE S.A.S
75623,c10-1100000538,TEISSEIRE SIROP BARMAN ROSE 70CL,82sogge-46,TEISSEIRE,BTL,70CL,TEISSEIRE FRANCE S.A.S
75632,c10-1100000529,TEISSEIRE SIROP BARMAN VIOLETTE 1L,82sogge-47,TEISSEIRE,BTL,1L,TEISSEIRE FRANCE S.A.S
83815,fb-28140,TEISSEIRE SIROP VIOLETTE           100CL,82sogge-47,TEISSEIRE,,,TEISSEIRE FRANCE S.A.S
82555,mp-5669,TEISSEIRE VIOLETTE 100 CL,82sogge-47,TEISSEIRE,,,TEISSEIRE FRANCE S.A.S
86318,fb-280197,PUREE FRAMBOISE M TEISSEIRE 1L,82sogge-5,TEISSEIRE,,,TEISSEIRE FRANCE S.A.S
86325,c10-1000000005,PUREE FRAMBOISE M TEISSEIRE 1L,82sogge-5,TEISSEIRE,,,TEISSEIRE FRANCE S.A.S
86323,c10-1000000006,PUREE COCO M TEISSEIRE 1L,82sogge-6,TEISSEIRE,,,TEISSEIRE FRANCE S.A.S
86316,fb-280198,PUREE COCO M TEISSEIRE 1L,82sogge-6,TEISSEIRE,,,TEISSEIRE FRANCE S.A.S
83812,fb-16677,TEISSEIRE SIROP FRAMBOISE          100CL,82sogge-7,TEISSEIRE,,,TEISSEIRE FRANCE S.A.S
75573,c10-1100000526,TEISSEIRE SIROP BARMAN FRAMBOISE 1L,82sogge-7,TEISSEIRE,BTL,1L,TEISSEIRE FRANCE S.A.S
82544,mp-2110,TEISSEIRE FRAMBOISE 100 CL,82sogge-7,TEISSEIRE,,,TEISSEIRE FRANCE S.A.S
82557,mp-8670,TEISSEIRE IRISH CREAM 100 CL,82sogge-8,TEISSEIRE,,,TEISSEIRE FRANCE S.A.S
75580,c10-1100001049,TEISSEIRE SIROP BARMAN IRISH CREAM 1L,82sogge-8,TEISSEIRE,BTL,1L,TEISSEIRE FRANCE S.A.S
82528,mp-140224,TEISSEIRE THE PECHE 70 CL,84sogge-1038,TEISSEIRE,BTL,70CL,TEISSEIRE FRANCE S.A.S
75628,c10-1100003350,TEISSEIRE SIROP BARMAN THE PECHE 70CL,84sogge-1038,TEISSEIRE,BTL,70CL,TEISSEIRE FRANCE S.A.S
83842,fb-103063,TEISSEIRE SIROP THE PECHE          70 CL,84sogge-1038,TEISSEIRE,BTL,70CL,TEISSEIRE FRANCE S.A.S
75664,c10-1100000536,TEISSEIRE SIROP PAMPLEMOUSSE ROSE 70CL,84sogge-1123,TEISSEIRE,BTL,70CL,TEISSEIRE FRANCE S.A.S
85546,fb-76189,TEISSEIRE SIROP PAMPLEMOUSSE ROSE   70CL,84sogge-1123,TEISSEIRE,,,TEISSEIRE FRANCE S.A.S
75619,c10-1200023670,TEISSEIRE SIROP BARMAN POMME VERTE 70CL,84sogge-1223,TEISSEIRE,BTL,70CL,TEISSEIRE FRANCE S.A.S
75616,c10-1100000938,TEISSEIRE SIROP BARMAN POMME AMOUR 70CL,84sogge-1228,TEISSEIRE,BTL,70CL,TEISSEIRE FRANCE S.A.S
75581,c10-1100001759,TEISSEIRE SIROP BARMAN IRISH CREAM 70CL,84sogge-1255,TEISSEIRE,BTL,70CL,TEISSEIRE FRANCE S.A.S
75617,c10-1100001158,TEISSEIRE SIROP BARMAN POMME VANI 70CL,84sogge-1273,TEISSEIRE,BTL,70CL,TEISSEIRE FRANCE S.A.S
75605,c10-1100003585,TEISSEIRE SIROP BARMAN PAIN EPICE 70CL,84sogge-1274,TEISSEIRE,BTL,70CL,TEISSEIRE FRANCE S.A.S
75629,c10-1100001176,TEISSEIRE SIROP BARMAN TRIPLE SEC 70CL,84sogge-1276,TEISSEIRE,BTL,70CL,TEISSEIRE FRANCE S.A.S
75572,c10-1100000550,TEISSEIRE SIROP BARMAN FRAMB ROSE 70CL,84sogge-1278,TEISSEIRE,BTL,70CL,TEISSEIRE FRANCE S.A.S
75546,c10-1100000821,TEISSEIRE SIROP BARMAN BUBBLE GUM 70CL,84sogge-1307,TEISSEIRE,BTL,70CL,TEISSEIRE FRANCE S.A.S
85535,fb-87841,TEISSEIRE SIROP BUBBLE GUM *BEL*    70CL,84sogge-1307,TEISSEIRE,,,TEISSEIRE FRANCE S.A.S
83814,fb-16686,TEISSEIRE SIROP PAMPLEMOUSSE ROSE 100 CL,84sogge-1364,TEISSEIRE,,,TEISSEIRE FRANCE S.A.S
75662,c10-1100003693,TEISSEIRE SIROP PAMPLEMOUSSE ROSE 1L,84sogge-1364,TEISSEIRE,BTL,1L,TEISSEIRE FRANCE S.A.S
75532,c10-1100000539,TEISSEIRE SIR BARM MENTHE GLACIALE 70CL,84sogge-1753,TEISSEIRE,BTL,70CL,TEISSEIRE FRANCE S.A.S
83837,fb-92352,TEISSEIRE SIROP GOUT RHUM *BEL*     70CL,84sogge-704,TEISSEIRE,,,TEISSEIRE FRANCE S.A.S
75621,c10-1100001017,TEISSEIRE SIROP BARMAN RHUM 70CL,84sogge-704,TEISSEIRE,BTL,70CL,TEISSEIRE FRANCE S.A.S
82498,mp-6096,TEISSEIRE NOISETTE 70 CL,84sogge-719,TEISSEIRE,,,TEISSEIRE FRANCE S.A.S
83839,fb-76210,TEISSEIRE SIROP NOISETTE *BEL*      70CL,84sogge-719,TEISSEIRE,BTL,70CL,TEISSEIRE FRANCE S.A.S
75601,c10-1100000547,TEISSEIRE SIROP BARMAN NOISETTE 70CL,84sogge-719,TEISSEIRE,BTL,70CL,TEISSEIRE FRANCE S.A.S
82497,mp-6095,TEISSEIRE MURE 70 CL,84sogge-724,TEISSEIRE,,,TEISSEIRE FRANCE S.A.S
83838,fb-76206,TEISSEIRE SIROP MURE                70CL,84sogge-724,TEISSEIRE,BTL,70CL,TEISSEIRE FRANCE S.A.S
75597,c10-1100000543,TEISSEIRE SIROP BARMAN MURE 70CL,84sogge-724,TEISSEIRE,BTL,70CL,TEISSEIRE FRANCE S.A.S
83840,fb-76207,TEISSEIRE SIROP NOIX DE COCO        70CL,84sogge-725,TEISSEIRE,BTL,70CL,TEISSEIRE FRANCE S.A.S
75602,c10-1100000544,TEISSEIRE SIROP BARMAN NOIX DE COCO 70CL,84sogge-725,TEISSEIRE,BTL,70CL,TEISSEIRE FRANCE S.A.S
82499,mp-6097,TEISSEIRE NOIX DE COCO 70 CL,84sogge-725,TEISSEIRE,BTL,70CL,TEISSEIRE FRANCE S.A.S
83834,fb-76205,TEISSEIRE SIROP BANANE              70CL,84sogge-726,TEISSEIRE,BTL,70CL,TEISSEIRE FRANCE S.A.S
75543,c10-1100000542,TEISSEIRE SIROP BARMAN BANANE 70CL,84sogge-726,TEISSEIRE,BTL,70CL,TEISSEIRE FRANCE S.A.S
82491,mp-6089,TEISSEIRE BANANE 70 CL,84sogge-726,TEISSEIRE,,,TEISSEIRE FRANCE S.A.S
83833,fb-76202,TEISSEIRE SIROP ANIS                70CL,84sogge-727,TEISSEIRE,BTL,70CL,TEISSEIRE FRANCE S.A.S
82490,mp-6088,TEISSEIRE ANIS 70 CL,84sogge-727,TEISSEIRE,,,TEISSEIRE FRANCE S.A.S
75541,c10-1100000537,TEISSEIRE SIROP BARMAN ANIS 70CL,84sogge-727,TEISSEIRE,BTL,70CL,TEISSEIRE FRANCE S.A.S
75631,c10-1100000545,TEISSEIRE SIROP BARMAN VANILLE 70CL,84sogge-728,TEISSEIRE,BTL,70CL,TEISSEIRE FRANCE S.A.S
82489,mp-6087,TEISSEIRE VANILLE 70 CL,84sogge-728,TEISSEIRE,,,TEISSEIRE FRANCE S.A.S
83843,fb-76208,TEISSEIRE SIROP VANILLE             70CL,84sogge-728,TEISSEIRE,BTL,70CL,TEISSEIRE FRANCE S.A.S
83835,fb-76209,TEISSEIRE SIROP CANNELLE *BEL*      70CL,84sogge-729,TEISSEIRE,BTL,70CL,TEISSEIRE FRANCE S.A.S
75548,c10-1100000546,TEISSEIRE SIROP BARMAN CANNELLE 70CL,84sogge-729,TEISSEIRE,BTL,70CL,TEISSEIRE FRANCE S.A.S
82503,mp-6186,TEISSEIRE CITRON VERT 70 CL,84sogge-731,TEISSEIRE,BTL,70CL,TEISSEIRE FRANCE S.A.S
83836,fb-78631,TEISSEIRE SIROP CITRON VERT         70CL,84sogge-731,TEISSEIRE,BTL,70CL,TEISSEIRE FRANCE S.A.S
75563,c10-1100001175,TEISSEIRE SIROP BARMAN CITRON VERT 70CL,84sogge-731,TEISSEIRE,BTL,70CL,TEISSEIRE FRANCE S.A.S
75554,c10-1100000548,TEISSEIRE SIROP BARMAN CHATAIG VANI 70CL,84sogge-855,TEISSEIRE,BTL,70CL,TEISSEIRE FRANCE S.A.S
75592,c10-1100004078,TEISSEIRE SIROP BARMAN MENTHE CRIST 70CL,84sogge-878,TEISSEIRE,BTL,70CL,TEISSEIRE FRANCE S.A.S
75611,c10-1100000934,TEISSEIRE SIROP BARMAN PINA COLA VP 70CL,84sogge-942,TEISSEIRE,BTL,70CL,TEISSEIRE FRANCE S.A.S
85534,fb-87840,TEISSEIRE SIROP BARBE A PAPA *BEL*  70CL,84sogge-944,TEISSEIRE,BTL,70CL,TEISSEIRE FRANCE S.A.S
75544,c10-1100000932,TEISSEIRE SIROP BARMAN BARBE A PAPA 70CL,84sogge-944,TEISSEIRE,BTL,70CL,TEISSEIRE FRANCE S.A.S
82509,mp-9313,TEISSEIRE BARBE A PAPA 70 CL,84sogge-944,TEISSEIRE,BTL,70CL,TEISSEIRE FRANCE S.A.S
82539,mp-260106,TEISSEIRE MELON PASTEQUE 70CL,84sogge-958,TEISSEIRE,BTL,70CL,TEISSEIRE FRANCE S.A.S
75589,c10-1100000948,TEISSEIRE SIROP BARMAN MELON PASTEQ 70CL,84sogge-958,TEISSEIRE,BTL,70CL,TEISSEIRE FRANCE S.A.S
75615,c10-1100000541,TEISSEIRE SIROP BARMAN POMME 70CL,86sogge-215,TEISSEIRE,BTL,70CL,TEISSEIRE FRANCE S.A.S
82501,mp-6102,TEISSEIRE POMME 70 CL,86sogge-215,TEISSEIRE,BTL,70CL,TEISSEIRE FRANCE S.A.S
83841,fb-76204,TEISSEIRE SIROP POMME               70CL,86sogge-215,TEISSEIRE,BTL,70CL,TEISSEIRE FRANCE S.A.S
82525,mp-130106,TEISSEIRE GOUT GIN  70 CL,86sogge-407,TEISSEIRE,BTL,70CL,TEISSEIRE FRANCE S.A.S
75648,c10-1100002691,TEISSEIRE SIROP GOUT GIN 70CL,86sogge-407,TEISSEIRE,BTL,70CL,TEISSEIRE FRANCE S.A.S
