entity_id,sku,libelle,sd_code_sogge,sd_marque,sd_conditionnement,sd_volume,sd_industriel,
36163,c10-1100004830,COCA COLA 1L VC X6,,COCA REG,BTL,1L,COCA COLA ENTREPRISE,
36187,c10-1100003873,COCA COLA 50CL PET X18,,COCA REG,PET,50CL,COCA COLA ENTREPRISE,
36166,c10-1100007180,COCA COLA 20CL VP X8 X3,,COCA REG,BTL,20CL,COCA COLA ENTREPRISE,
36197,c10-1100000383,COCA COLA SANS CAFEINE 33CL BTE X6,,COCA REG,BTE,33CL,COCA COLA ENTREPRISE,
36190,c10-1100006500,COCA COLA 50CL PET X6,,COCA REG,PET,50CL,COCA COLA ENTREPRISE,
36173,c10-1100003312,COCA COLA 2L PET X4,,COCA REG,PET,2L,COCA COLA ENTREPRISE,
36155,c10-1100007513,COCA COLA 1.75L PET X6,,COCA REG,PET,1.75L,COCA COLA ENTREPRISE,COCA COLA ENTREPRISE
36161,c10-1100000264,COCA COLA 1L PET X12,,COCA REG,PET,1L,COCA COLA ENTREPRISE,
36194,c10-1100007788,COCA COLA SANS CAFEINE 1.25L PET X6,,COCA REG,PET,1.25L,COCA COLA ENTREPRISE,COCA COLA ENTREPRISE
36164,c10-1100000259,COCA COLA 20CL VC X24,,COCA REG,BTL,20CL,COCA COLA ENTREPRISE,
36181,c10-1100002622,COCA COLA 33CL BTE X30,,COCA REG,BTE,33CL,COCA COLA ENTREPRISE,
36195,c10-1100000282,COCA COLA SANS CAFEINE 1.5L PET X12,,COCA REG,PET,1.5L,COCA COLA ENTREPRISE,COCA COLA ENTREPRISE
36189,c10-1100000362,COCA COLA 50CL PET X4X6,,COCA REG,PET,50CL,COCA COLA ENTREPRISE,
36154,c10-1100003709,COCA COLA 1.5L PET X9,,COCA REG,PET,1.5L,COCA COLA ENTREPRISE,COCA COLA ENTREPRISE
36152,c10-1100000956,COCA COLA 1.5L PET X6,,COCA REG,PET,1.5L,COCA COLA ENTREPRISE,COCA COLA ENTREPRISE
36150,c10-1100000263,COCA COLA 1.5L PET X12,,COCA REG,PET,1.5L,COCA COLA ENTREPRISE,COCA COLA ENTREPRISE
36177,c10-1100000391,COCA COLA 33CL BTE X10,,COCA REG,BTE,33CL,COCA COLA ENTREPRISE,
36153,c10-1100003428,COCA COLA 1.5L PET X8,,COCA REG,PET,1.5L,COCA COLA ENTREPRISE,COCA COLA ENTREPRISE
36192,c10-1100001423,COCA COLA CLUB ALU 25CL X24,,COCA REG,BTE,25CL,COCA COLA ENTREPRISE,COCA COLA ENTREPRISE
36149,c10-1100000905,COCA COLA 1.5L PET CONSIGNE X10,,COCA REG,PET,1.5L,COCA COLA ENTREPRISE,COCA COLA ENTREPRISE
36182,c10-1100003997,COCA COLA 33CL BTE X36,,COCA REG,BTE,33CL,COCA COLA ENTREPRISE,
36148,c10-1100000262,COCA COLA 1.25L PET X12,,COCA REG,PET,1.25L,COCA COLA ENTREPRISE,COCA COLA ENTREPRISE
36185,c10-1100007278,COCA COLA 33CL VP X24,,COCA REG,BTL,33CL,COCA COLA ENTREPRISE,
36171,c10-1100000390,COCA COLA 25CL VP X8,,COCA REG,BTL,25CL,COCA COLA ENTREPRISE,
36196,c10-1100002520,COCA COLA SANS CAFEINE 1.5L PET X6,,COCA REG,PET,1.5L,COCA COLA ENTREPRISE,COCA COLA ENTREPRISE
36172,c10-1100000360,COCA COLA 2L PET X2,,COCA REG,PET,2L,COCA COLA ENTREPRISE,
36188,c10-1100000266,COCA COLA 50CL PET X24,,COCA REG,PET,50CL,COCA COLA ENTREPRISE,
36191,c10-1100005341,COCA COLA CLUB ALU 25CL X12,,COCA REG,BTE,25CL,COCA COLA ENTREPRISE,
36193,c10-1100001545,COCA COLA CLUB ALU 25CL X6,,COCA REG,BTL,25CL,COCA COLA ENTREPRISE,
36170,c10-1100001202,COCA COLA 25CL VP X24,,COCA REG,BTL,25CL,COCA COLA ENTREPRISE,
36158,c10-1100007790,COCA COLA 15CL BTE X8 X3,,COCA REG,BTE,15CL,COCA COLA ENTREPRISE,
36168,c10-1100003580,COCA COLA 25CL BTE X24,,COCA REG,BTE,25CL,COCA COLA ENTREPRISE,
36162,c10-1100000261,COCA COLA 1L VC X12,,COCA REG,BTL,1L,COCA COLA ENTREPRISE,
36156,c10-1100001863,COCA COLA 15CL BTE X12,,COCA REG,BTE,15CL,COCA COLA ENTREPRISE,
36167,c10-1100004630,COCA COLA 25CL BTE SLIM X24,84sogge-1830,COCA REG,BTE,25CL,COCA COLA ENTREPRISE,
81933,mp-140446,BTE COCA COLA SLIM 24X 25 CL,84sogge-1830,COCA REG,BTE,25CL,COCA COLA ENTREPRISE,
81918,mp-2752,BIB COCA COLA 19 L,84sogge-896,COCA REG,BIB,19L,COCA COLA ENTREPRISE,
83692,fb-13242,COCA-COLA                        BIB 19L,84sogge-896,COCA REG,BIB,19L,COCA COLA ENTREPRISE,
36159,c10-1100000257,COCA COLA 19L BIB,84sogge-896,COCA REG,BIB,19L,COCA COLA ENTREPRISE,
81949,mp-160652,BTE COCA COLA SLIM 30X33 CL,87sogge-110,COCA REG,BTE,33CL,COCA COLA ENTREPRISE,
36176,c10-1100005253,COCA COLA 33CL BTE SLIM X30,87sogge-110,COCA REG,BTE,33CL,COCA COLA ENTREPRISE,
83718,fb-109247,COCA-COLA SLIM               BTE 24X33CL,87sogge-114,COCA REG,BTE,33CL,COCA COLA ENTREPRISE,
81941,mp-160463,BTE COCA COLA SLIM  24X33 CL,87sogge-114,COCA REG,BTE,33CL,COCA COLA ENTREPRISE,
36175,c10-1100004929,COCA COLA 33CL BTE SLIM X24,87sogge-114,COCA REG,BTE,33CL,COCA COLA ENTREPRISE,
81936,mp-428,BTE COCA COLA 24X33 CL,87sogge-129,COCA REG,BTE,33CL,COCA COLA ENTREPRISE,
36180,c10-1100000258,COCA COLA 33CL BTE X24,87sogge-129,COCA REG,BTE,33CL,COCA COLA ENTREPRISE,
83716,fb-10234,COCA-COLA DA                 BTE 24X33CL,87sogge-129,COCA REG,BTE,33CL,COCA COLA ENTREPRISE,
36184,c10-1100000260,COCA COLA 33CL VC X24,87sogge-131,COCA REG,BTL,33CL,COCA COLA ENTREPRISE,
81919,mp-433,COCA COLA 24X33 CL VC,87sogge-131,COCA REG,BTL,33CL,COCA COLA ENTREPRISE,
83859,fb-10266,COCA-COLA                     VC 24X33CL,87sogge-131,COCA REG,BTL,33CL,COCA COLA ENTREPRISE,
83875,fb-112242,COCA-COLA CLASSIC  IVP           12X25CL,87sogge-132,COCA REG,BTL,25CL,COCA COLA ENTREPRISE,
36169,c10-1100006701,COCA COLA 25CL VP X12,87sogge-132,COCA REG,BTL,25CL,COCA COLA ENTREPRISE,
36199,c10-1100005413,COCA COLA LIGHT SANGO 33CL BTE X24,,COCA SANGO,BTE,33CL,COCA COLA ENTREPRISE,
36200,c10-1100000381,COCA COLA LIGHT SANGO 33CL BTE X6,,COCA SANGO,BTE,33CL,COCA COLA ENTREPRISE,
36198,c10-1100000280,COCA COLA LIGHT SANGO 1.5L PET X12,,COCA SANGO,PET,1.5L,COCA COLA ENTREPRISE,COCA COLA ENTREPRISE
36220,c10-1100004813,COCA COLA ZERO 2L PET X6,,COCA ZERO,PET,2L,COCA COLA ENTREPRISE,
36228,c10-1100000393,COCA COLA ZERO 33CL X10,,COCA ZERO,BTE,33CL,COCA COLA ENTREPRISE,
36217,c10-1100003117,COCA COLA ZERO 25CL VP X24,,COCA ZERO,BTL,25CL,COCA COLA ENTREPRISE,
85639,fb-81241,COCA-COLA ZERO               PET 24X50CL,,COCA ZERO,,,COCA COLA ENTREPRISE,
36225,c10-1100005691,COCA COLA ZERO 33CL BTE X30,,COCA ZERO,BTE,33CL,COCA COLA ENTREPRISE,
81926,mp-22042,VTE FLASH COCA ZERO  24/33C VC,,COCA ZERO,,,COCA COLA ENTREPRISE,
36210,c10-1100000287,COCA COLA ZERO 1L PET X12,,COCA ZERO,PET,1L,COCA COLA ENTREPRISE,
36215,c10-1100003651,COCA COLA ZERO 25CL BTE X24,,COCA ZERO,BTE,25CL,COCA COLA ENTREPRISE,
36204,c10-1100001424,COCA COLA ZERO 1.5L PET X6,,COCA ZERO,PET,1.5L,COCA COLA ENTREPRISE,COCA COLA ENTREPRISE
36211,c10-1100004822,COCA COLA ZERO 1L PET X6,,COCA ZERO,PET,1L,COCA COLA ENTREPRISE,
36206,c10-1100004319,COCA COLA ZERO 1.5L PET X9,,COCA ZERO,PET,1.5L,COCA COLA ENTREPRISE,COCA COLA ENTREPRISE
36223,c10-1100004811,COCA COLA ZERO 33CL BTE X18,,COCA ZERO,BTE,33CL,COCA COLA ENTREPRISE,
36207,c10-1100004007,COCA COLA ZERO 15CL BTE X12,,COCA ZERO,BTE,15CL,COCA COLA ENTREPRISE,
81906,mp-160541,COCA ZERO  PET EURO 1.5L X6,,COCA ZERO,,,COCA COLA ENTREPRISE,
36202,c10-1100000286,COCA COLA ZERO 1.5L PET X12,,COCA ZERO,PET,1.5L,COCA COLA ENTREPRISE,COCA COLA ENTREPRISE
36213,c10-1100007279,COCA COLA ZERO 20CL VP X24,,COCA ZERO,BTL,20CL,COCA COLA ENTREPRISE,
36227,c10-1100002970,COCA COLA ZERO 33CL VP X24,,COCA ZERO,BTL,33CL,COCA COLA ENTREPRISE,
36232,c10-1100005344,COCA COLA ZERO ALU 25CL X12,,COCA ZERO,BTL,25CL,COCA COLA ENTREPRISE,
36208,c10-1100007051,COCA COLA ZERO 15CL BTE X24,,COCA ZERO,BTE,15CL,COCA COLA ENTREPRISE,
36203,c10-1100003120,COCA COLA ZERO 1.5L PET X4,,COCA ZERO,PET,1.5L,COCA COLA ENTREPRISE,COCA COLA ENTREPRISE
36209,c10-1100007791,COCA COLA ZERO 15CL BTE X8 X3,,COCA ZERO,BTE,15CL,COCA COLA ENTREPRISE,
36201,c10-1100000285,COCA COLA ZERO 1.25L PET X12,,COCA ZERO,PET,1.25L,COCA COLA ENTREPRISE,COCA COLA ENTREPRISE
81916,mp-22240,COCA COLA ZERO  PET 12X 150 CL,,COCA ZERO,,,COCA COLA ENTREPRISE,
36219,c10-1100004814,COCA COLA ZERO 25CL VP X8,,COCA ZERO,BTL,25CL,COCA COLA ENTREPRISE,
36205,c10-1100003974,COCA COLA ZERO 1.5L PET X8,,COCA ZERO,PET,1.5L,COCA COLA ENTREPRISE,COCA COLA ENTREPRISE
36218,c10-1100003118,COCA COLA ZERO 25CL VP X6,,COCA ZERO,BTL,25CL,COCA COLA ENTREPRISE,
36212,c10-1100002711,COCA COLA ZERO 20CL VC X24,,COCA ZERO,BTL,20CL,COCA COLA ENTREPRISE,
36231,c10-1100001386,COCA COLA ZERO 5L BIB,84sogge-1045,COCA ZERO,BIB,5L,COCA COLA ENTREPRISE,
81903,mp-260454,BIB COCA COLA ZERO 5 L,84sogge-1045,COCA ZERO,BIB,5L,COCA COLA ENTREPRISE,
83694,fb-95143,COCA-COLA ZERO                    BIB 5L,84sogge-1045,COCA ZERO,BIB,5L,COCA COLA ENTREPRISE,
36221,c10-1100004932,COCA COLA ZERO 33CL BTE SLIM X24,84sogge-1132,COCA ZERO,BTE,33CL,COCA COLA ENTREPRISE,
83720,fb-109249,COCA-COLA ZERO SLIM          BTE 24X33CL,84sogge-1132,COCA ZERO,BTE,33CL,COCA COLA ENTREPRISE,
81943,mp-160465,BTE COCA ZERO SLIM 24 X33 CL,84sogge-1132,COCA ZERO,BTE,33CL,COCA COLA ENTREPRISE,
81911,mp-160438,COCA COLA ZERO PET 12X50 CL,84sogge-1172,COCA ZERO,PET,50CL,COCA COLA ENTREPRISE,
83945,fb-109268,COCA-COLA ZERO               PET 12X50CL,84sogge-1172,COCA ZERO,PET,50CL,COCA COLA ENTREPRISE,
36229,c10-1100000364,COCA COLA ZERO 50CL PET X12,84sogge-1172,COCA ZERO,PET,50CL,COCA COLA ENTREPRISE,
81934,mp-140447,BTE COCA ZERO SLIM 24X 25 CL,84sogge-1664,COCA ZERO,BTE,25CL,COCA COLA ENTREPRISE,
36214,c10-1100004631,COCA COLA ZERO 25CL BTE SLIM X24,84sogge-1664,COCA ZERO,BTE,25CL,COCA COLA ENTREPRISE,
36222,c10-1100005230,COCA COLA ZERO 33CL BTE SLIM X30,84sogge-1710,COCA ZERO,BTE,33CL,COCA COLA ENTREPRISE,
81951,mp-160654,BTE COCA ZERO SLIM 30X33 CL,84sogge-1710,COCA ZERO,BTE,33CL,COCA COLA ENTREPRISE,
36230,c10-1100000288,COCA COLA ZERO 50CL PET X24,84sogge-1867,COCA ZERO,PET,50CL,COCA COLA ENTREPRISE,
81947,mp-6213,COCA COLA ZERO PET 24X50 CL,84sogge-1867,COCA ZERO,PET,50CL,COCA COLA ENTREPRISE,
36224,c10-1100000283,COCA COLA ZERO 33CL BTE X24,84sogge-1868,COCA ZERO,BTE,33CL,COCA COLA ENTREPRISE,
83719,fb-81240,COCA-COLA ZERO DA            BTE 24X33CL,84sogge-1868,COCA ZERO,BTE,33CL,COCA COLA ENTREPRISE,
81939,mp-6212,BTE COCA COLA ZERO 24X33 CL,84sogge-1868,COCA ZERO,BTE,33CL,COCA COLA ENTREPRISE,
81922,mp-6059,COCA COLA ZERO VC 24/33CL VC,87sogge-118,COCA ZERO,BTL,33CL,COCA COLA ENTREPRISE,
83861,fb-82334,COCA-COLA ZERO                VC 24X33CL,87sogge-118,COCA ZERO,BTL,33CL,COCA COLA ENTREPRISE,
